"Address","Zip","2016-2020","2021-2025","change","perct_change"
"510 S 19TH ST",37206,1,0,-1,-100
"510 S 7TH ST",37206,1,0,-1,-100
"510 SCHOLARSHIP DR",37209,1,0,-1,-100
"510 W HILLWOOD DR",37205,1,0,-1,-100
"5100 CENTENNIAL BLVD",37209,1,0,-1,-100
"5100 CHARLOTTE AVE",37209,1,0,-1,-100
"5100 MICHIGAN AV",37209,1,0,-1,-100
"5100 STALLWORTH DR",37220,1,0,-1,-100
"5101 ASHLEY DR",37211,1,0,-1,-100
"5101 NOLENSVILLE PKE",37211,1,0,-1,-100
"5101 RAVENS GLN",37211,1,0,-1,-100
"5104 MORNINGWOOD LN",37013,1,0,-1,-100
"5106 FRANKLIN PIKE",37220,1,0,-1,-100
"5106 LINBAR DR",37211,1,0,-1,-100
"5106 OLD HICKORY BLVD",37218,3,2,-1,-33
"5108 SINGING HILLS DR",37013,1,0,-1,-100
"5109 GREEN LEAF DR",37211,1,0,-1,-100
"511 BISMARK DR",37210,1,0,-1,-100
"511 BRIDGEWAY AVE",37138,1,0,-1,-100
"511 ROYAL PKWY",37214,1,0,-1,-100
"511 TIMMONS ST",37211,1,0,-1,-100
"511 UNION ST",37219,1,0,-1,-100
"5112 HILLSBORO PKE",37215,1,0,-1,-100
"5114 TENNESSEE AVE",37209,1,0,-1,-100
"5115 AMALIE DR",37211,1,0,-1,-100
"5116 LINBAR DR",37211,1,0,-1,-100
"5117 RYAN ALLEN CIR",37189,1,0,-1,-100
"512 ELAINE DR",37211,1,0,-1,-100
"512 FREDA VILLA",37115,1,0,-1,-100
"512 SUMMER PL",37206,1,0,-1,-100
"5120 STALLWORTH DR",37220,1,0,-1,-100
"5121 GREEN LEAF DR",37211,1,0,-1,-100
"5125 RIDGE RD",37080,1,0,-1,-100
"5127 Marc Ct",37211,1,0,-1,-100
"5129 OLD HICKORY BLVD",37218,1,0,-1,-100
"513 32ND AV S",37212,1,0,-1,-100
"513 CATHY JO CIR",37211,1,0,-1,-100
"513 CEDAR FOREST CT",37221,1,0,-1,-100
"513 CLEARWATER DR",37217,1,0,-1,-100
"513 ELAINE AVE",37209,1,0,-1,-100
"513 LAUREL PARK DR",37205,1,0,-1,-100
"513 LISCHEY AV",37207,1,0,-1,-100
"513 PEACH CREEK CRES",37214,1,0,-1,-100
"513 PIPPIN DR",37013,1,0,-1,-100
"513 SPANN CT",37013,2,1,-1,-50
"513 SUMMIT OAKS CT",37221,1,0,-1,-100
"513 UTLEY DR",37072,2,1,-1,-50
"5131 BRICK CHURCH PKE",37072,1,0,-1,-100
"5132 LANA RENEE CT",37076,5,4,-1,-20
"5132 META CT",37211,1,0,-1,-100
"5135 HARDING PL",37211,1,0,-1,-100
"5136 BOXCROFT PL",37205,1,0,-1,-100
"514 CHIMNEYTOP DR",37013,1,0,-1,-100
"514 MCDONALD DR",37217,1,0,-1,-100
"514 S 8TH ST",37206,1,0,-1,-100
"514 SHADOW GLEN DR",37211,1,0,-1,-100
"514 VILLAGE CT",37206,1,0,-1,-100
"5140 PEBBLE CREEK DR",37013,1,0,-1,-100
"5144 W OAK HIGHLAND DR",37013,1,0,-1,-100
"5145 PRESERVE BLVD",37013,1,0,-1,-100
"5148 LINBAR DR",37211,1,0,-1,-100
"5149 WHITAKER DR",37211,1,0,-1,-100
"515 4TH AV S",37210,1,0,-1,-100
"515 ARBOR RIDGE DR",37013,1,0,-1,-100
"515 BELL RD",37013,1,0,-1,-100
"515 GALLATIN PKE S",37115,1,0,-1,-100
"515 GREAT CIRCLE RD",37228,1,0,-1,-100
"515 LAKEBRINK CT",37214,1,0,-1,-100
"515 LAUREL PARK DR",37205,1,0,-1,-100
"515 LEEANNE DR",37211,1,0,-1,-100
"515 LISCHEY AVE",37207,1,0,-1,-100
"515 THOMPSON LN",37211,1,0,-1,-100
"5151 ASHLEY DR",37211,1,0,-1,-100
"5152 HICKORY GROVE DR",37013,1,0,-1,-100
"5154 LINBAR DR",37211,1,0,-1,-100
"5158 JOHN HAGAR RD",37076,1,0,-1,-100
"516 BELLMORE PL",37209,1,0,-1,-100
"516 E TRINITY LN",37207,1,0,-1,-100
"516 RURAL HILL RD",37217,1,0,-1,-100
"5160 BAY OVERLOOK DR",37076,1,0,-1,-100
"5160 HILSON RD",37211,1,0,-1,-100
"5161 REGENT DR",37220,1,0,-1,-100
"5161 RICE RD",37013,10,9,-1,-10
"5166 HILSON RD",37211,1,0,-1,-100
"5167 EATONS CREEK RD",37218,1,0,-1,-100
"5168 BROOKSTONE CT",37013,1,0,-1,-100
"5169 HILSON RD",37211,1,0,-1,-100
"517 2ND AV N",37201,1,0,-1,-100
"517 2ND AVE N",37201,1,0,-1,-100
"517 ALBANY DR",37076,1,0,-1,-100
"517 ARBOR CREEK WAY",37217,1,0,-1,-100
"517 FAIRGROUND CT",37211,1,0,-1,-100
"517 MONICA AVE",37072,1,0,-1,-100
"517 RIVER ROUGE DR",37209,1,0,-1,-100
"517 ROOSEVELT AV",37115,1,0,-1,-100
"517 S 7TH ST",37206,1,0,-1,-100
"5175 REGENT DR",37220,1,0,-1,-100
"5176 CLARKSVILLE PIKE",37189,2,1,-1,-50
"5177 MT VIEW RD",37013,1,0,-1,-100
"5178 RICE RD",37013,1,0,-1,-100
"518 DUNAILIE DR",37217,1,0,-1,-100
"518 LAUREL PARK DR",37205,1,0,-1,-100
"518 WEAKLEY AVE",37207,1,0,-1,-100
"5188 ROXBOROUGH DR",37076,1,0,-1,-100
"519 DONELSON PKE",37214,1,0,-1,-100
"519 GALLATIN PIKE S",37115,2,1,-1,-50
"519 GRIFFIN CIR",37076,1,0,-1,-100
"5192 REGENT DR",37220,1,0,-1,-100
"51ST AV N / ALABAMA AVE",37209,1,0,-1,-100
"51ST AV N / CENTENNIAL BLVD",37209,1,0,-1,-100
"51ST AV N / GEORGIA AV",37209,1,0,-1,-100
"52 VALERIA ST",37210,1,0,-1,-100
"520 31ST AV N",37209,1,0,-1,-100
"520 BELL RD",37013,1,0,-1,-100
"520 DES MOINES DR",37076,1,0,-1,-100
"520 DONELSON PIKE",37214,1,0,-1,-100
"520 DORAL COUNTRY DR",37221,1,0,-1,-100
"520 FESSLERS LN",37210,1,0,-1,-100
"520 FRANKLIN LIMESTONE RD",37217,1,0,-1,-100
"520 GALESBURG CT",37217,1,0,-1,-100
"520 INWOOD DR",37211,1,0,-1,-100
"520 ROYAL PKWY",37214,1,0,-1,-100
"5200 DELAWARE AVE",37209,2,1,-1,-50
"5200 KENTUCKY AVE",37209,1,0,-1,-100
"5200 LOUISIANA AVE",37209,1,0,-1,-100
"5201 INDIANA AV",37209,1,0,-1,-100
"5204 EDMONDSON PKE",37211,1,0,-1,-100
"5205 OLD HICKORY BLVD",37076,2,1,-1,-50
"5205 ROCKRIDGE CT",37013,1,0,-1,-100
"5208 CHARLOTTE AV",37209,1,0,-1,-100
"5208 IDAHO AVE",37209,1,0,-1,-100
"5209 DOVE TRL",37076,1,0,-1,-100
"521 BLUEWATER DR",37217,1,0,-1,-100
"521 BRADBURN VILLAGE CIR",37013,1,0,-1,-100
"521 DR D B TODD JR BLVD",37203,1,0,-1,-100
"521 GROVE CREEK AVE",37214,1,0,-1,-100
"521 KATHY AVE",37072,1,0,-1,-100
"5213 KENTUCKY AVE",37209,1,0,-1,-100
"5215 TIDWELL HOLLOW RD",37218,1,0,-1,-100
"5218 INDIANA AV",37209,1,0,-1,-100
"5219 RICE RD",37013,1,0,-1,-100
"522 BRADBURN VILLAGE CIR",37013,1,0,-1,-100
"522 CHANDLER PL",37076,1,0,-1,-100
"522 E BEND DR",37209,1,0,-1,-100
"522 FOUR LAKES DR",37013,1,0,-1,-100
"522 HICKORY CLUB DR",37013,1,0,-1,-100
"522 NORTON AV",37207,1,0,-1,-100
"522 THOMAS JEFFERSON CIR",37115,1,0,-1,-100
"5221 HARDING PL",37217,1,0,-1,-100
"523 ALTA LOMA RD",37072,1,0,-1,-100
"523 BELLMORE PL",37209,1,0,-1,-100
"523 HARDING PL",37211,1,0,-1,-100
"523 SHAWA TRL",37013,1,0,-1,-100
"5235 ANCHORAGE DR",37220,1,0,-1,-100
"5238 VILLAGE WAY",37211,1,0,-1,-100
"524 BEN ALLEN RD",37216,1,0,-1,-100
"524 GENERAL GEORGE PATTON RD",37221,1,0,-1,-100
"524 N 2ND ST",37207,1,0,-1,-100
"524 SCHOLARSHIP DR",37209,1,0,-1,-100
"524 SYLVAN ST",37206,1,0,-1,-100
"524 TIMMONS ST",37211,1,0,-1,-100
"5240 SUNSAIL DR",37013,1,0,-1,-100
"5244 SUNSAIL DR",37013,1,0,-1,-100
"5247 HICKORY HOLLOW PKWY",37013,1,0,-1,-100
"525 DONALD AVE",37072,1,0,-1,-100
"525 E MAPLE ST",37115,1,0,-1,-100
"525 MOSS LANDING DR",37013,1,0,-1,-100
"525 N DUPONT AV",37115,1,0,-1,-100
"525 N DUPONT AVE",37115,2,1,-1,-50
"525 PAPPUS CT",37207,1,0,-1,-100
"525 PHIPPS DR",37218,1,0,-1,-100
"525 SHELBY AV",37206,1,0,-1,-100
"525 VINSON DR",37217,1,0,-1,-100
"5252 HICKORY HOLLOW PKWY",37013,2,1,-1,-50
"5255 HICKORY HOLLOW PKWY",37013,1,0,-1,-100
"5255 WHITES CREEK PKE",37189,1,0,-1,-100
"526 31ST AV N",37209,1,0,-1,-100
"526 CHANDLER PL",37076,1,0,-1,-100
"526 GENERAL GEORGE PATTON RD",37221,1,0,-1,-100
"526 JOSEPH AV",37207,1,0,-1,-100
"526 WINDSOR GREEN BLVD",37072,1,0,-1,-100
"526 WOODHURST DR",37220,1,0,-1,-100
"5261 FREDERICKSBURG WAY E",37027,1,0,-1,-100
"5267 OLD HICKORY BLVD",37218,1,0,-1,-100
"527 NORTON AV",37207,1,0,-1,-100
"527 NORTON AVE",37207,1,0,-1,-100
"527 YOKLEY RD",37207,1,0,-1,-100
"5270 HARDING PL",37217,1,0,-1,-100
"528 DANLEY CT",37013,1,0,-1,-100
"528 JUDD DR",37218,1,0,-1,-100
"528 MILL STATION DR",37207,1,0,-1,-100
"528 RIVER ROUGE DR",37209,1,0,-1,-100
"5280 CANE RIDGE RD",37013,1,0,-1,-100
"529 AMQUIWOOD CT",37115,1,0,-1,-100
"529 COVENTRY CT",37211,1,0,-1,-100
"529 E MAPLE ST",37115,1,0,-1,-100
"529 HOLT VALLEY RD",37209,1,0,-1,-100
"529 MAINSTREAM DR",37228,1,0,-1,-100
"529 MILL STATION DR",37207,1,0,-1,-100
"529 ROCKWOOD DR",37076,1,0,-1,-100
"529 YOKLEY RD",37207,1,0,-1,-100
"5295 HICKORY HOLLOW PKWY",37013,1,0,-1,-100
"52ND AV N / LOUISIANA AVE",37209,1,0,-1,-100
"53 LINDSLEY AV",37210,1,0,-1,-100
"530 GROVE CREEK AVE",37214,1,0,-1,-100
"530 HARDING PL",37211,2,1,-1,-50
"530 SWISS AVE",37211,1,0,-1,-100
"5300 WEBER RD",37076,1,0,-1,-100
"5301 HICKORY HOLLOW PKWY",37013,1,0,-1,-100
"5301 MT VIEW RD",37013,1,0,-1,-100
"5302 GEORGIA AVE",37209,1,0,-1,-100
"5304 EDMONDSON PIKE",37211,1,0,-1,-100
"5304 ILLINOIS AVE",37209,1,0,-1,-100
"5305 HICKORY HOLLOW LN",37013,1,0,-1,-100
"5305 RIDGE RD",37080,1,0,-1,-100
"5306 CANE RIDGE RD",37013,2,1,-1,-50
"5308 CREST HOLLOW CT",37211,1,0,-1,-100
"5308 MT VIEW RD",37013,1,0,-1,-100
"531 ELYSIAN FIELDS RD",37211,1,0,-1,-100
"5310 MT VIEW RD",37013,1,0,-1,-100
"5310A GEORGIA AVE",37209,1,0,-1,-100
"5311 ILLINOIS AV",37209,1,0,-1,-100
"5312 ELKINS AV",37209,1,0,-1,-100
"5312 RIDGE RD",37080,1,0,-1,-100
"5313 NOLENSVILLE PKE",37211,1,0,-1,-100
"5314 ELKINS AV",37209,1,0,-1,-100
"5315 HICKORY HOLLOW LN",37013,5,4,-1,-20
"5315 NOLENSVILLE PIKE",37211,1,0,-1,-100
"5316 HARDING PKE",37205,1,0,-1,-100
"5317 PENNSYLVANIA AV",37209,1,0,-1,-100
"532 GLASTONBURY RD",37217,1,0,-1,-100
"532 S 8TH ST",37206,2,1,-1,-50
"5320 CENTENNIAL BLVD",37209,1,0,-1,-100
"5320 NOLENSVILLE PIKE",37211,1,0,-1,-100
"5320 NOLENSVILLE PKE",37211,1,0,-1,-100
"533 BATTLE RD",37013,1,0,-1,-100
"533 COLLINS PARK DR",37013,1,0,-1,-100
"533 GALLATIN PKE S",37115,1,0,-1,-100
"533 HERITAGE LN",37115,1,0,-1,-100
"533 NORTON AVE",37207,1,0,-1,-100
"5333 HICKORY HOLLOW PKWY",37013,1,0,-1,-100
"5333 MT VIEW RD",37013,1,0,-1,-100
"5339 CHARLOTTE AVE",37209,1,0,-1,-100
"5345 MT VIEW RD",37013,1,0,-1,-100
"5348 SUNNYVALE DR",37013,1,0,-1,-100
"535 ELGIN ST",37211,1,0,-1,-100
"536 BROOK VIEW ESTATES DR",37013,1,0,-1,-100
"536 MILLBRIDGE BAY",37013,1,0,-1,-100
"536 SCHOLARSHIP DR",37209,1,0,-1,-100
"536 WOLFEBORO LN",37221,1,0,-1,-100
"5360 EDMONDSON PKE",37211,1,0,-1,-100
"537 AMERICAN RD",37209,1,0,-1,-100
"537 HIGHLAND VIEW DR",37076,1,0,-1,-100
"538 BELL RD",37013,1,0,-1,-100
"538 WANDA DR",37210,1,0,-1,-100
"5380 HICKORY HOLLOW PKWY",37013,2,1,-1,-50
"5388 HICKORY HOLLOW PKWY",37013,1,0,-1,-100
"539 HARDING INDUSTRIAL DR",37211,1,0,-1,-100
"54 HICKORY HOLLOW PL",37013,1,0,-1,-100
"540 JOSEPH AVE",37207,1,0,-1,-100
"540 WANDA DR",37210,1,0,-1,-100
"5400 COUNTRY DR",37211,1,0,-1,-100
"5401 FRANKLIN PIKE",37220,1,0,-1,-100
"5402 CHARLOTTE AV",37209,1,0,-1,-100
"5405 HARDING PIKE",37205,1,0,-1,-100
"5405 HICKORY WOODS DR",37013,1,0,-1,-100
"5407 PENNSYLVANIA AVE",37209,1,0,-1,-100
"541 CATHY JO CIR",37211,1,0,-1,-100
"541 DONELSON PKE",37214,1,0,-1,-100
"541 DRAKE AV",37211,1,0,-1,-100
"541 MILL STATION DR",37207,1,0,-1,-100
"541 STEWARTS FERRY PIKE",37214,1,0,-1,-100
"541 VANDERHORST DR",37207,1,0,-1,-100
"5410 HICKORY PARK DR",37013,3,2,-1,-33
"5412 CHARLOTTE PIKE",37209,1,0,-1,-100
"5412 STONE BOX LN",37027,1,0,-1,-100
"5415 OAKMONT CIR",37209,1,0,-1,-100
"5416 COUNTRY DR",37211,1,0,-1,-100
"542 BRENTVIEW HILLS DR",37220,1,0,-1,-100
"542 FATHERLAND ST",37206,1,0,-1,-100
"5420 COUNTRY DR",37211,1,0,-1,-100
"5420 INCLINE DR",37211,1,0,-1,-100
"5429 NOLENSVILLE PIKE",37211,1,0,-1,-100
"5429 NOLENSVILLE PKE",37211,1,0,-1,-100
"543 CLAIBORNE ST",37210,1,0,-1,-100
"543 DOVER GLEN DR",37217,1,0,-1,-100
"543 LOCKWOOD DR",37214,1,0,-1,-100
"5432 CLARKSVILLE PKE",37189,1,0,-1,-100
"5433 CEDAR ASH CRSG",37013,1,0,-1,-100
"5436 EDMONDSON PIKE",37211,2,1,-1,-50
"545 MOSS LANDING DR",37013,1,0,-1,-100
"547 ELAINE DR",37211,1,0,-1,-100
"548 DOVER GLEN DR",37013,1,0,-1,-100
"549 GROVE CREEK AVE",37214,1,0,-1,-100
"549 RIVERCREST CV",37214,1,0,-1,-100
"5491 CLARKSVILLE PKE",37189,1,0,-1,-100
"54TH AV N / CHARLOTTE AV",37209,1,0,-1,-100
"54TH AV N / CHARLOTTE AVE",37209,1,0,-1,-100
"55 E THOMPSON LN",37211,1,0,-1,-100
"55 GLENROSE AVE",37210,1,0,-1,-100
"55 MUSIC SQ E",37203,1,0,-1,-100
"550 MCCRORY CREEK RD",37214,1,0,-1,-100
"550 VERITAS ST",37211,1,0,-1,-100
"5501 FRANKLIN PIKE",37220,1,0,-1,-100
"5501 HILL RD",37027,1,0,-1,-100
"5503 WINN AVE",37209,1,0,-1,-100
"5504 WINN AV",37209,1,0,-1,-100
"5506 CALIFORNIA AV",37209,1,0,-1,-100
"5507 WINN AV",37209,1,0,-1,-100
"5508 CALIFORNIA AV",37209,1,0,-1,-100
"5508 CALIFORNIA AVE",37209,1,0,-1,-100
"5508 PENNSYLVANIA AV",37209,1,0,-1,-100
"5509 CALIFORNIA AVE",37209,1,0,-1,-100
"5509 KENTUCKY AVE",37209,1,0,-1,-100
"5509 NEW YORK AVE",37209,1,0,-1,-100
"5509 PRADA DR",37027,1,0,-1,-100
"551 DONELSON PIKE",37214,2,1,-1,-50
"551 MENEES LN",37115,1,0,-1,-100
"551 REVELS DR",37207,1,0,-1,-100
"5510 KENTUCKY AVE",37209,1,0,-1,-100
"5512 CHARLOTTE PIKE",37209,1,0,-1,-100
"5513 OAKMONT CIR",37209,1,0,-1,-100
"5515 COUNTRY DR",37211,1,0,-1,-100
"5515 OLD HICKORY BLVD",37015,1,0,-1,-100
"5515 SCRUGGS LN",37207,10,9,-1,-10
"5516 CLARKSVILLE PIKE",37080,2,1,-1,-50
"5516 ROME AVE",37209,1,0,-1,-100
"552 GREEN LN",37189,1,0,-1,-100
"552 GROVE CREEK AVE",37214,1,0,-1,-100
"552 HERITAGE LN",37115,1,0,-1,-100
"5523 MEADOWCREST LN",37209,1,0,-1,-100
"5526 HILL CT",37220,1,0,-1,-100
"5529 CLARKSVILLE PIKE",37080,1,0,-1,-100
"5529 CLARKSVILLE PKE",37080,1,0,-1,-100
"5529 EDMONDSON PKE",37027,1,0,-1,-100
"553 BLACKSTONE AVE",37115,1,0,-1,-100
"5530 CLARKSVILLE PKE",37080,1,0,-1,-100
"5530 OLD HICKORY BLVD",37076,1,0,-1,-100
"5532 CLARKSVILLE PKE",37080,1,0,-1,-100
"5532 NEVIL PT",37027,1,0,-1,-100
"5534 PRADA DR",37027,1,0,-1,-100
"5536 CLARKSVILLE PIKE",37080,1,0,-1,-100
"5536 HEARTHSTONE LN",37027,1,0,-1,-100
"554 DONELSON PIKE",37214,1,0,-1,-100
"554 MCMURRAY DR",37211,1,0,-1,-100
"554 OLD HICKORY BLVD",37209,1,0,-1,-100
"554 PUEBLO DR",37115,1,0,-1,-100
"554 ROOSEVELT AV",37115,1,0,-1,-100
"554 ROOSEVELT AVE",37115,1,0,-1,-100
"5544 CLARKSVILLE PKE",37080,1,0,-1,-100
"5546 CLARKSVILLE PKE",37080,1,0,-1,-100
"5546 LICKTON PKE",37072,1,0,-1,-100
"5547 BRICK CHURCH PIKE",37072,1,0,-1,-100
"5547 CRAFTWOOD DR",37013,1,0,-1,-100
"5548 DORY DR",37013,1,0,-1,-100
"555 VERITAS ST",37211,1,0,-1,-100
"5553 CHESTNUTWOOD TRL",37076,1,0,-1,-100
"5555 EDMONDSON PIKE",37027,2,1,-1,-50
"5555 EDMONDSON PKE",37027,1,0,-1,-100
"5557 DORY DR",37013,1,0,-1,-100
"5557 KNOB RD",37205,1,0,-1,-100
"556 DONELSON PIKE",37214,2,1,-1,-50
"556 TULIP GROVE RD",37076,1,0,-1,-100
"5561 DORY DR",37013,1,0,-1,-100
"5564 HILL RD",37027,1,0,-1,-100
"557 PHIPPS DR",37218,1,0,-1,-100
"5570 OLD HICKORY BLVD",37076,1,0,-1,-100
"558 CHARLES E DAVIS BLVD",37210,1,0,-1,-100
"558 SYLVAN ST",37206,1,0,-1,-100
"56 ANNANDALE",37215,1,0,-1,-100
"56 FERN AV",37207,1,0,-1,-100
"56 HICKORY HOLLOW PL",37013,1,0,-1,-100
"560 HERITAGE LN",37115,1,0,-1,-100
"560 LOCKWOOD CT",37214,1,0,-1,-100
"5600 OBRIEN AV",37209,1,0,-1,-100
"5601 HIGDON RD",37080,1,0,-1,-100
"5605 CHARLOTTE PKE",37209,1,0,-1,-100
"561 HAMILTON AVE",37203,1,0,-1,-100
"561 LAUREL PARK DR",37205,1,0,-1,-100
"561 OWENDALE DR",37013,4,3,-1,-25
"561 REVELS DR",37207,1,0,-1,-100
"5611 CLOVERLAND DR",37027,1,0,-1,-100
"5620 CEDAR ASH CRSG",37013,1,0,-1,-100
"5620 GRANNY WHITE PIKE",37027,1,0,-1,-100
"5620 ROYAL CT",37076,1,0,-1,-100
"5621 FRANKLIN PIKE",37027,4,3,-1,-25
"5621 FRANKLIN PKE",37027,2,1,-1,-50
"5624 FRIST BLVD",37076,1,0,-1,-100
"5625 SEESAW RD",37211,1,0,-1,-100
"563 HICKORYVIEW DR",37211,1,0,-1,-100
"5630 FRANKLIN PIKE CIR",37027,2,1,-1,-50
"5633 CHARLOTTE PKE",37209,1,0,-1,-100
"564 BELL RD",37013,1,0,-1,-100
"564 ROSEDALE AV",37211,1,0,-1,-100
"5643 OBRIEN AVE",37209,1,0,-1,-100
"565 CHIMNEYTOP DR",37013,1,0,-1,-100
"565 HUNTINGTON PKWY",37211,1,0,-1,-100
"565 WHISPERING OAKS PL",37211,1,0,-1,-100
"5657 Cane Ridge",37013,1,0,-1,-100
"5662 OBRIEN AV",37209,1,0,-1,-100
"568 TULIP GROVE RD",37076,1,0,-1,-100
"569 CHIMNEYTOP DR",37013,1,0,-1,-100
"569 MELROSE AVE",37211,1,0,-1,-100
"569 STEWARTS FERRY PKE",37214,1,0,-1,-100
"57 GLENROSE AV",37210,1,0,-1,-100
"57 GLENROSE AVE",37210,1,0,-1,-100
"570 CHURCH ST E",37027,4,3,-1,-25
"5701 CHARLOTTE PIKE",37209,1,0,-1,-100
"5701 CHESTNUTWOOD TRL",37076,1,0,-1,-100
"5701 LESLIE AVE",37209,1,0,-1,-100
"5703 BRENTWOOD MEADOWS CIR",37027,1,0,-1,-100
"5706 AMALIE DR",37211,1,0,-1,-100
"5706 NOLENSVILLE PKE",37211,1,0,-1,-100
"5708 TENNESSEE AVE",37209,1,0,-1,-100
"571 MURFREESBORO PKE",37210,1,0,-1,-100
"571 STEWARTS FERRY PKE",37214,1,0,-1,-100
"5713 EDMONDSON PIKE",37211,1,0,-1,-100
"5720 CROSSINGS BLVD",37013,2,1,-1,-50
"5722 HICKORY PLZ",37211,2,1,-1,-50
"5725 CLOVERLAND DR",37027,1,0,-1,-100
"573 STEWARTS FERRY PKE",37214,1,0,-1,-100
"5731 RIVER RD",37209,4,3,-1,-25
"5735 NOLENSVILLE PIKE",37211,2,1,-1,-50
"5735 NOLENSVILLE PKE",37211,1,0,-1,-100
"5737 CLOVERLAND DR",37027,1,0,-1,-100
"574 BLACKSTONE AV",37115,1,0,-1,-100
"574 MARGARET ROBERTSON DR",37076,1,0,-1,-100
"574 UPSHAW DR",37214,1,0,-1,-100
"574 WHISPERING HILLS DR",37211,1,0,-1,-100
"5744 NOLENSVILLE PKE",37211,1,0,-1,-100
"5748 SONOMA TRC",37013,1,0,-1,-100
"575 WINDSOR GREEN BLVD",37072,1,0,-1,-100
"5750 NOLENSVILLE PIKE",37211,2,1,-1,-50
"5750 NOLENSVILLE PKE",37211,1,0,-1,-100
"5759 CLARKSVILLE PKE",37080,1,0,-1,-100
"576 HARPETH BEND DR",37221,1,0,-1,-100
"576 S 5TH ST",37206,1,0,-1,-100
"5761 NOLENSVILLE PIKE",37211,1,0,-1,-100
"5765 OLD HICKORY BLVD",37076,3,2,-1,-33
"577 CHARLES E DAVIS BLVD",37210,1,0,-1,-100
"578 HARPETH BEND DR",37221,1,0,-1,-100
"578 HIGHCREST DR",37211,1,0,-1,-100
"5781 OLD HICKORY BLVD",37076,3,2,-1,-33
"5785 NOLENSVILLE PIKE",37211,1,0,-1,-100
"579 CHARLES E DAVIS BLVD",37210,1,0,-1,-100
"579 OLD LEBANON DIRT RD",37076,1,0,-1,-100
"579 REVELS DR",37207,1,0,-1,-100
"579 STEWARTS FERRY PKE",37214,1,0,-1,-100
"579 WHISPERING OAKS PL",37211,1,0,-1,-100
"58 FRENCH ST",37072,1,0,-1,-100
"580 CHARLES E DAVIS BLVD",37210,2,1,-1,-50
"580 DONELSON PKE",37214,1,0,-1,-100
"580 JOSEPH AVE",37207,1,0,-1,-100
"5800 MURPHYWOOD CRSG",37013,1,0,-1,-100
"5800 RIVER RD",37209,2,1,-1,-50
"5802 CHARLOTTE PIKE",37209,2,1,-1,-50
"5805 OLD HICKORY BLVD",37076,2,1,-1,-50
"5808 COUCH DR",37209,1,0,-1,-100
"5809 ROBERTSON AV",37209,1,0,-1,-100
"581 MURFREESBORO PIKE",37210,1,0,-1,-100
"5816 COUCH DR",37209,1,0,-1,-100
"5817 MACKIE PL",37209,1,0,-1,-100
"5820 MACKIE PL",37209,1,0,-1,-100
"5820 NOLENSVILLE PKE",37211,1,0,-1,-100
"5821 FREDRICKSBURG DR",37215,1,0,-1,-100
"5821 NOLENSVILLE PKE",37211,1,0,-1,-100
"5822 MONROE CRSG",37013,1,0,-1,-100
"5827 EATONS CREEK RD",37080,1,0,-1,-100
"584 GREEN LN",37189,1,0,-1,-100
"5840 BEAUREGARD DR",37215,1,0,-1,-100
"5846 CROSSINGS BLVD",37013,1,0,-1,-100
"585 GROVE CREEK AVE",37214,1,0,-1,-100
"5850 CLARKSVILLE PKE",37080,1,0,-1,-100
"5853 RIVER RD",37209,1,0,-1,-100
"5855 CROSSINGS BLVD",37013,1,0,-1,-100
"5855 HIGDON RD",37080,1,0,-1,-100
"586 FLINTLOCK CT",37217,1,0,-1,-100
"586 TULIP GROVE RD",37076,1,0,-1,-100
"588 COUNTRY CLUB LN",37205,1,0,-1,-100
"5880 NOLENSVILLE PIKE",37211,1,0,-1,-100
"5891 NOLENSVILLE PIKE",37211,1,0,-1,-100
"59 UNIVERSITY CT",37210,1,0,-1,-100
"590 JOSEPH AV",37207,1,0,-1,-100
"5901 CALIFORNIA AVE",37209,1,0,-1,-100
"5901 HIGDON RD",37080,1,0,-1,-100
"5904 STONE BROOK DR",37027,1,0,-1,-100
"5905 CARL PL",37209,1,0,-1,-100
"5905 ROBERTSON AV",37209,1,0,-1,-100
"5908 CHARLOTTE PIKE",37209,1,0,-1,-100
"591 CONFERENCE DR",37115,1,0,-1,-100
"5911 OLD HICKORY BLVD",37218,2,1,-1,-50
"5911 PETTUS RD",37013,1,0,-1,-100
"5914 COLCHESTER DR",37076,1,0,-1,-100
"5915 MAXON AVE",37209,1,0,-1,-100
"5921 SEDBERRY RD",37205,1,0,-1,-100
"5924 STONE BROOK DR",37027,1,0,-1,-100
"5929 CROSS POINTE LN",37027,1,0,-1,-100
"5935 EDMONDSON PKE",37027,1,0,-1,-100
"594 TULIP GROVE RD",37076,1,0,-1,-100
"5950 EATONS CREEK RD",37080,1,0,-1,-100
"5950 MT PISGAH RD",37211,1,0,-1,-100
"596 N DUPONT AVE",37115,1,0,-1,-100
"597 DOVER GLEN DR",37013,1,0,-1,-100
"598 N DUPONT AV",37115,1,0,-1,-100
"599 CHARLES E DAVIS BLVD",37210,1,0,-1,-100
"5TH AV N / CHARLOTTE AVE",37243,1,0,-1,-100
"5TH AV N / COMMERCE ST",37219,1,0,-1,-100
"5TH AV N / DEADERICK ST",37243,1,0,-1,-100
"5TH AV N / UNION ST",37219,1,0,-1,-100
"5TH AV S / ELM ST",37203,1,0,-1,-100
"5TH AV S / LEA AVE",37203,1,0,-1,-100
"6 CASTLEWOOD CT",37215,1,0,-1,-100
"60 LESTER AVE",37210,17,16,-1,-6
"60 NICKLEBY DOWN",37027,1,0,-1,-100
